region,price,construction_area,saleable_area
青衣,售 735 萬,建築面積 : --,實用面積: 547呎@13437
大埔,售 820 萬,建築面積 : --,實用面積: 844呎@9716
葵涌,售 800 萬,建築面積 : 3183呎@2513,實用面積: --
馬鞍山,售 830 萬,建築面積 : 653呎@12710,實用面積: 510呎@16275
深井(荃灣),售 712 萬,建築面積 : 690呎@10318,實用面積: 517呎@13772
元朗,售 598 萬,建築面積 : 7000呎@854,實用面積: 7000呎@854
長沙灣,售 445 萬,建築面積 : --,實用面積: 264呎@16856
灣仔,售 608 萬,建築面積 : --,實用面積: 336呎@18095
荃灣,售 415 萬,建築面積 : 404呎@10272,實用面積: 329呎@12614
深水埗,售 460 萬,建築面積 : --,實用面積: 301呎@15282
何文田,售 670 萬,建築面積 : --,實用面積: 318呎@21069
粉嶺,售 760 萬,建築面積 : 785呎@9682,實用面積: 573呎@13264
沙田,售 478 萬,建築面積 : 539呎@8868,實用面積: 381呎@12546
上環,"售 6,500 萬",建築面積 : --,實用面積: 1368呎@47515
將軍澳,售 940 萬,建築面積 : --,實用面積: 610呎@15410
葵涌,售 538 萬,建築面積 : 540呎@9963,實用面積: 478呎@11255
啟德,售 820 萬,建築面積 : --,實用面積: 457呎@17943
啟德,售 795 萬,建築面積 : --,實用面積: 375呎@21200
元朗,"售 1,200 萬",建築面積 : --,實用面積: 723呎@16598
沙田,"售 1,350 萬",建築面積 : 1150呎@11739,實用面積: 857呎@15753
黃埔,售 769 萬,建築面積 : 558呎@13781,實用面積: 466呎@16502
觀塘,售 85 萬,建築面積 : 122呎@6967,實用面積: --
屯門,售 670 萬,建築面積 : 626呎@10702,實用面積: 434呎@15438
鰂魚涌,售 830 萬,建築面積 : 834呎@9952,實用面積: --
鰂魚涌,"售 1,400 萬",建築面積 : 1750呎@8000,實用面積: --
何文田,"售 1,568 萬",建築面積 : 1500呎@10453,實用面積: 1152呎@13611
將軍澳,售 535 萬,建築面積 : 692呎@7731,實用面積: 592呎@9037
屯門,售 666 萬,建築面積 : 783呎@8506,實用面積: 660呎@10091
堅尼地城,"售 1,288 萬",建築面積 : 804呎@16020,實用面積: 639呎@20156
油塘,售 698 萬,建築面積 : --,實用面積: 264呎@26439
大坑,售 959 萬,建築面積 : 650呎@14753,實用面積: 567呎@16914
上水,售 950 萬,建築面積 : 1179呎@8058,實用面積: 1022呎@9295
上水,售 468 萬,建築面積 : 526呎@8897,實用面積: 394呎@11878
上水,售 650 萬,建築面積 : 903呎@7198,實用面積: 677呎@9601
上水,售 750 萬,建築面積 : 834呎@8993,實用面積: 729呎@10288
上水,售 615 萬,建築面積 : 576呎@10677,實用面積: 431呎@14269
九龍站,"售 2,900 萬",建築面積 : 1163呎@24936,實用面積: 915呎@31694
土瓜灣,售 768 萬,建築面積 : --,實用面積: 409呎@18778
觀塘,售 350 萬,建築面積 : --,實用面積: 290呎@12069
觀塘,售 640 萬,建築面積 : --,實用面積: 568呎@11268
荃灣,售 700 萬,建築面積 : 2206呎@3173,實用面積: 1776呎@3941
九龍灣,售 558 萬,建築面積 : 474呎@11772,實用面積: 407呎@13710
青衣,售 485 萬,建築面積 : 433呎@11201,實用面積: 329呎@14742
大埔,售 590 萬,建築面積 : 700呎@8428,實用面積: --
九龍灣,"售 1,628 萬",建築面積 : 1300呎@12523,實用面積: --
大埔,售 528 萬,建築面積 : 670呎@7880,實用面積: --
大圍,售 530 萬,建築面積 : --,實用面積: 390呎@13590
銅鑼灣,售 860 萬,建築面積 : --,實用面積: 405呎@21235
葵涌,售 170 萬,建築面積 : 242呎@7024,實用面積: --
元朗,售 300 萬,建築面積 : --,實用面積: 243呎@12346
新蒲崗,售 530 萬,建築面積 : --,實用面積: 360呎@14722
奧運,"售 1,150 萬",建築面積 : --,實用面積: 560呎@20536
太子,售 578 萬,建築面積 : 498呎@11606,實用面積: 324呎@17840
大圍,售 575 萬,建築面積 : 416呎@13822,實用面積: 314呎@18312
荃灣,"售 1,060 萬",建築面積 : --,實用面積: 722呎@14681
何文田,售 938 萬,建築面積 : 850呎@11035,實用面積: 664呎@14127
葵涌,售 595 萬,建築面積 : 490呎@12142,實用面積: 400呎@14875
土瓜灣,售 695 萬,建築面積 : --,實用面積: 361呎@19252
元朗,"售 1,168 萬",建築面積 : 1280呎@9125,實用面積: 920呎@12696
旺角,售 733 萬,建築面積 : --,實用面積: 404呎@18144
旺角,售 593 萬,建築面積 : --,實用面積: 309呎@19191
新蒲崗,售 498 萬,建築面積 : 821呎@6065,實用面積: --
元朗,售 570 萬,建築面積 : --,實用面積: 460呎@12391
觀塘,售 780 萬,建築面積 : 1304呎@5981,實用面積: --
黃埔,售 748 萬,建築面積 : 558呎@13405,實用面積: 466呎@16052
天水圍,售 499 萬,建築面積 : --,實用面積: 448呎@11138
深水埗,售 438 萬,建築面積 : --,實用面積: 276呎@15870
大埔,售 499 萬,建築面積 : 428呎@11659,實用面積: 354呎@14096
堅尼地城,"售 1,700 萬",建築面積 : --,實用面積: 670呎@25373
深水埗,售 838 萬,建築面積 : --,實用面積: 350呎@23943
將軍澳,售 918 萬,建築面積 : 962呎@9542,實用面積: 716呎@12821
堅尼地城,售 620 萬,建築面積 : 413呎@15012,實用面積: 314呎@19745
灣仔,售 750 萬,建築面積 : --,實用面積: 507呎@14793
火炭,"售 3,888 萬",建築面積 : 12626呎@3079,實用面積: --
大圍,售 470 萬,建築面積 : 418呎@11244,實用面積: 270呎@17407
大圍,售 470 萬,建築面積 : 418呎@11244,實用面積: 270呎@17407
大圍,售 570 萬,建築面積 : --,實用面積: 314呎@18153
大埔,售 485 萬,建築面積 : --,實用面積: 286呎@16958
佐敦,售 438 萬,建築面積 : --,實用面積: 270呎@16222
奧運,"售 1,980 萬",建築面積 : 1117呎@17726,實用面積: 816呎@24265
奧運,售 830 萬,建築面積 : --,實用面積: 440呎@18864
奧運,售 990 萬,建築面積 : --,實用面積: 482呎@20539
奧運,售 950 萬,建築面積 : --,實用面積: 495呎@19192
奧運,售 975 萬,建築面積 : 666呎@14639,實用面積: 516呎@18895
灣仔,售 650 萬,建築面積 : --,實用面積: 394呎@16497
大埔,售 360 萬,建築面積 : --,實用面積: 489呎@7362
長沙灣,售 620 萬,建築面積 : --,實用面積: 592呎@10473
大埔,售 760 萬,建築面積 : 690呎@11014,實用面積: 544呎@13971
元朗,售 628 萬,建築面積 : --,實用面積: 532呎@11805
沙田,售 460 萬,建築面積 : 368呎@12500,實用面積: 242呎@19008
旺角,售 730 萬,建築面積 : --,實用面積: 404呎@18069
將軍澳,"售 1,150 萬",建築面積 : --,實用面積: 675呎@17037
大埔,售 528 萬,建築面積 : 590呎@8949,實用面積: 443呎@11919
天水圍,售 615 萬,建築面積 : 727呎@8459,實用面積: 544呎@11305
深水埗,售 928 萬,建築面積 : --,實用面積: 601呎@15441
大角咀,售 680 萬,建築面積 : 515呎@13204,實用面積: 369呎@18428
觀塘,售 630 萬,建築面積 : --,實用面積: 555呎@11351
沙田,售 565 萬,建築面積 : 395呎@14304,實用面積: 327呎@17278
大圍,售 530 萬,建築面積 : --,實用面積: 390呎@13590
灣仔,"售 1,028 萬",建築面積 : --,實用面積: 475呎@21642
元朗,售 980 萬,建築面積 : --,實用面積: 680呎@14412
長沙灣,售 401 萬,建築面積 : --,實用面積: 268呎@14963
灣仔,"售 1,130 萬",建築面積 : 1000呎@11300,實用面積: 739呎@15291
灣仔,售 615 萬,建築面積 : --,實用面積: 365呎@16849
觀塘,售 640 萬,建築面積 : --,實用面積: 548呎@11679
土瓜灣,售 960 萬,建築面積 : --,實用面積: 781呎@12292
長沙灣,售 520 萬,建築面積 : --,實用面積: 414呎@12560
觀塘,售 515 萬,建築面積 : --,實用面積: 318呎@16195
大圍,售 860 萬,建築面積 : 826呎@10412,實用面積: 640呎@13438
大圍,售 505 萬,建築面積 : --,實用面積: 381呎@13255
大圍,售 260 萬,建築面積 : --,實用面積: 381呎@6824
沙田,售 270 萬,建築面積 : --,實用面積: 376呎@7181
沙田,售 505 萬,建築面積 : 509呎@9921,實用面積: 384呎@13151
大圍,售 308 萬,建築面積 : --,實用面積: 376呎@8191
沙田,售 270 萬,建築面積 : --,實用面積: 443呎@6095
新蒲崗,"售 1,888 萬",建築面積 : --,實用面積: 1035呎@18242
啟德,"售 1,090 萬",建築面積 : --,實用面積: 527呎@20683
啟德,售 950 萬,建築面積 : --,實用面積: 466呎@20386
大圍,售 848 萬,建築面積 : 782呎@10844,實用面積: 607呎@13970
大埔,售 924 萬,建築面積 : --,實用面積: 597呎@15477
屯門,售 460 萬,建築面積 : 472呎@9746,實用面積: 373呎@12332
旺角,售 565 萬,建築面積 : --,實用面積: 315呎@17937
觀塘,售 625 萬,建築面積 : --,實用面積: 587呎@10647
長沙灣,售 815 萬,建築面積 : --,實用面積: 482呎@16909
銅鑼灣,售 730 萬,建築面積 : --,實用面積: 389呎@18766
灣仔,售 628 萬,建築面積 : --,實用面積: 570呎@11018
大潭,"售 5,500 萬",建築面積 : --,實用面積: 1749呎@31447
西半山,售 730 萬,建築面積 : 383呎@19060,實用面積: 290呎@25172
北角,"售 4,000 萬",建築面積 : 5564呎@7189,實用面積: --
大圍,售 620 萬,建築面積 : 463呎@13390,實用面積: 340呎@18235
紅磡,"售 1,120 萬",建築面積 : 800呎@14000,實用面積: 592呎@18919
元朗,售 520 萬,建築面積 : 780呎@6666,實用面積: --
北角半山,售 998 萬,建築面積 : 636呎@15692,實用面積: 521呎@19155
奧運,"售 1,980 萬",建築面積 : --,實用面積: 816呎@24265
土瓜灣,"售 1,568 萬",建築面積 : 1061呎@14779,實用面積: 842呎@18622
大埔,"售 1,550 萬",建築面積 : --,實用面積: 2100呎@7381
灣仔,售 618 萬,建築面積 : --,實用面積: 365呎@16932
灣仔,"售 1,328 萬",建築面積 : --,實用面積: 532呎@24962
荃灣,售 903 萬,建築面積 : --,實用面積: 747呎@12088
粉嶺,"售 1,488 萬",建築面積 : 2032呎@7323,實用面積: 1315呎@11316
粉嶺,售 485 萬,建築面積 : 533呎@9099,實用面積: 399呎@12155
粉嶺,售 465 萬,建築面積 : 521呎@8925,實用面積: 370呎@12568
沙田,售 688 萬,建築面積 : --,實用面積: 467呎@14732
沙田,"售 3,580 萬",建築面積 : 2247呎@15932,實用面積: 1798呎@19911
大埔,售 800 萬,建築面積 : 788呎@10152,實用面積: 620呎@12903
大埔,"售 1,160 萬",建築面積 : --,實用面積: 907呎@12789
大埔,售 540 萬,建築面積 : 483呎@11180,實用面積: 361呎@14958
大埔,"售 1,080 萬",建築面積 : 1173呎@9207,實用面積: 1009呎@10704
火炭,售 998 萬,建築面積 : 1200呎@8316,實用面積: 1200呎@8317
深水埗,售 385 萬,建築面積 : --,實用面積: 203呎@18966
元朗,"售 1,800 萬",建築面積 : 1340呎@13433,實用面積: 1029呎@17493
馬鞍山,售 835 萬,建築面積 : 892呎@9360,實用面積: 720呎@11597
屯門,售 470 萬,建築面積 : 543呎@8655,實用面積: 480呎@9792
青衣,"售 1,428 萬",建築面積 : 1003呎@14237,實用面積: 826呎@17288
荃灣,售 458 萬,建築面積 : --,實用面積: 329呎@13921
紅磡,售 778 萬,建築面積 : 565呎@13770,實用面積: 477呎@16310
屯門,售 748 萬,建築面積 : --,實用面積: 747呎@10013
將軍澳,"售 1,200 萬",建築面積 : --,實用面積: 750呎@16000
大埔,售 750 萬,建築面積 : 700呎@10714,實用面積: --
太子,售 538 萬,建築面積 : 434呎@12396,實用面積: 324呎@16605
馬鞍山,售 710 萬,建築面積 : --,實用面積: 452呎@15708
沙田,售 688 萬,建築面積 : 670呎@10269,實用面積: 548呎@12555
北角,售 938 萬,建築面積 : --,實用面積: 574呎@16341
深水埗,售 490 萬,建築面積 : --,實用面積: 329呎@14894
火炭,售 430 萬,建築面積 : 520呎@8269,實用面積: 457呎@9409
大圍,售 600 萬,建築面積 : --,實用面積: 482呎@12448
柴灣,售 998 萬,建築面積 : --,實用面積: 624呎@15994
元朗,售 500 萬,建築面積 : --,實用面積: 570呎@8772
火炭,售 418 萬,建築面積 : --,實用面積: 457呎@9147
青衣,"售 1,260 萬",建築面積 : 846呎@14894,實用面積: 669呎@18834
元朗,"售 1,180 萬",建築面積 : --,實用面積: 1087呎@10856
觀塘,售 650 萬,建築面積 : --,實用面積: 544呎@11949
元朗,售 600 萬,建築面積 : 700呎@8571,實用面積: --
長沙灣,售 395 萬,建築面積 : --,實用面積: 229呎@17249
荃灣,售 838 萬,建築面積 : --,實用面積: 421呎@19905
青衣,售 760 萬,建築面積 : 670呎@11343,實用面積: 547呎@13894
青衣,售 680 萬,建築面積 : 576呎@11806,實用面積: 451呎@15078
西灣河,"售 1,650 萬",建築面積 : --,實用面積: 658呎@25076
土瓜灣,售 665 萬,建築面積 : --,實用面積: 360呎@18472
馬鞍山,售 870 萬,建築面積 : 862呎@10093,實用面積: 653呎@13323
長沙灣,售 328 萬,建築面積 : 325呎@10092,實用面積: --
天后,"售 1,638 萬",建築面積 : --,實用面積: 717呎@22845
元朗,售 588 萬,建築面積 : 609呎@9655,實用面積: 460呎@12783
銅鑼灣,"售 1,630 萬",建築面積 : --,實用面積: 1015呎@16059
薄扶林,售 690 萬,建築面積 : 518呎@13320,實用面積: 439呎@15718
大角咀,售 678 萬,建築面積 : 477呎@14214,實用面積: 326呎@20798
觀塘,售 515 萬,建築面積 : --,實用面積: 318呎@16195
粉嶺,售 485 萬,建築面積 : 533呎@9099,實用面積: 399呎@12155
粉嶺,"售 1,438 萬",建築面積 : 2032呎@7077,實用面積: 1315呎@10935
粉嶺,售 488 萬,建築面積 : 500呎@9760,實用面積: 369呎@13225
粉嶺,售 520 萬,建築面積 : 547呎@9506,實用面積: 392呎@13265
粉嶺,售 480 萬,建築面積 : 465呎@10323,實用面積: 368呎@13043
粉嶺,售 578 萬,建築面積 : 587呎@9847,實用面積: 428呎@13505
大圍,售 350 萬,建築面積 : --,實用面積: 443呎@7901
元朗,售 628 萬,建築面積 : 1400呎@4485,實用面積: 1260呎@4984
紅磡,售 738 萬,建築面積 : 650呎@11354,實用面積: 494呎@14939
沙田,售 650 萬,建築面積 : 591呎@10998,實用面積: 483呎@13458
薄扶林,售 860 萬,建築面積 : 694呎@12391,實用面積: 587呎@14651
大圍,售 528 萬,建築面積 : 487呎@10841,實用面積: 363呎@14545
上水,售 380 萬,建築面積 : 650呎@5846,實用面積: --
沙田,售 299 萬,建築面積 : --,實用面積: 443呎@6749
觀塘,售 350 萬,建築面積 : --,實用面積: 290呎@12069
沙田,售 780 萬,建築面積 : 718呎@10863,實用面積: 547呎@14260
炮台山,售 508 萬,建築面積 : 530呎@9585,實用面積: 352呎@14432
荃灣,售 640 萬,建築面積 : 613呎@10440,實用面積: 497呎@12877
元朗,售 368 萬,建築面積 : 350呎@10514,實用面積: 300呎@12267
沙田,售 608 萬,建築面積 : 623呎@9759,實用面積: 498呎@12209
堅尼地城,售 680 萬,建築面積 : 420呎@16190,實用面積: 330呎@20606
大圍,"售 1,208 萬",建築面積 : 978呎@12351,實用面積: 817呎@14786
柴灣,售 750 萬,建築面積 : 747呎@10040,實用面積: 646呎@11610
將軍澳,售 988 萬,建築面積 : --,實用面積: 644呎@15342
荃灣,售 550 萬,建築面積 : 529呎@10396,實用面積: 419呎@13126
觀塘,售 480 萬,建築面積 : 946呎@5073,實用面積: 691呎@6946
太子,售 480 萬,建築面積 : --,實用面積: 541呎@8872
太子,售 470 萬,建築面積 : --,實用面積: 290呎@16207
葵涌,售 435 萬,建築面積 : 1329呎@3273,實用面積: --
薄扶林,售 890 萬,建築面積 : 694呎@12824,實用面積: 587呎@15162
觀塘,售 630 萬,建築面積 : --,實用面積: 520呎@12115
葵涌,售 900 萬,建築面積 : --,實用面積: 639呎@14085
觀塘,售 688 萬,建築面積 : --,實用面積: 586呎@11741
大角咀,售 310 萬,建築面積 : 429呎@7226,實用面積: 429呎@7226
屯門,"售 1,480 萬",建築面積 : 2100呎@7048,實用面積: 1959呎@7555
柴灣,售 618 萬,建築面積 : 1200呎@5150,實用面積: --
長沙灣,售 690 萬,建築面積 : --,實用面積: 391呎@17647
大圍,售 718 萬,建築面積 : --,實用面積: 650呎@11046
九龍灣,售 435 萬,建築面積 : --,實用面積: 253呎@17194
九龍城,售 880 萬,建築面積 : --,實用面積: 541呎@16266
啟德,"售 1,100 萬",建築面積 : --,實用面積: 527呎@20873
東涌,售 632 萬,建築面積 : 735呎@8599,實用面積: 550呎@11491
旺角,售 800 萬,建築面積 : 604呎@13245,實用面積: 434呎@18433
將軍澳,售 800 萬,建築面積 : 695呎@11511,實用面積: 516呎@15504
大埔,"售 2,100 萬",建築面積 : --,實用面積: 2100呎@10000
九龍灣,售 418 萬,建築面積 : 600呎@6966,實用面積: --
將軍澳,售 718 萬,建築面積 : 599呎@11986,實用面積: 466呎@15408
將軍澳,售 660 萬,建築面積 : 603呎@10945,實用面積: 433呎@15242
